Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age.1,Foot,Height,League,Nation,Team,Weight
49,120,John Olav Norheim,63,33,40,55,53,61,75,CB,32,34,31,64,34,34,50,43,55,48,63,56,52,34,56,63,59,51,56,59,65,61,62,57,68,68,83,66,28,Medium,Medium,28,Left,19,Eliteserien,Norway,HamKam Fotball,84
49,120,Conor Noß,63,71,57,59,72,32,43,CAM,77,66,57,65,52,48,57,60,52,49,63,63,58,78,76,55,70,74,61,29,46,21,39,32,51,42,43,44,22,Medium,Medium,22,Right,18,Ö. Bundesliga,Republic of Ireland,Blau-Weiss Linz,72
57,120,Kélian Nsona,63,80,57,54,68,26,50,LM,88,74,60,69,42,41,58,49,61,39,58,49,51,68,55,50,68,74,50,24,35,20,30,23,64,33,64,35,21,Medium,Low,21,Right,18,Bundesliga 2,France,Hertha Berlin,74
48,120,Orlando Núñez,63,72,50,55,62,59,57,LB,73,72,55,48,45,43,50,49,55,46,61,58,42,67,69,60,64,60,55,62,50,60,60,58,62,62,55,55,23,Medium,Medium,23,Left,17,Sudamericana,Peru,Binacional,68
64,120,Aiden O'Brien,63,73,62,60,63,37,65,ST,74,72,62,64,61,56,57,62,59,51,62,53,62,75,65,62,62,61,60,30,58,34,39,31,72,53,69,66,30,High,Low,30,Right,18,EFL League Two,Republic of Ireland,Sutton United,72
44,120,Anthony O'Connor,63,53,44,53,55,60,78,CB,56,51,40,45,54,29,47,55,42,44,57,56,56,59,62,60,54,52,64,60,63,60,60,60,84,77,82,66,31,Low,Medium,31,Right,18,EFL League Two,Republic of Ireland,Harrogate Town,80
57,120,Thomas O'Connor,63,66,57,62,60,60,68,CDM,64,68,52,64,67,46,54,59,62,58,62,63,65,57,68,61,60,59,56,60,61,59,61,58,78,68,70,62,24,Medium,High,24,Left,18,EFL League Two,Republic of Ireland,Wrexham AFC,77
48,120,Shane O'Neill,63,52,47,55,55,61,73,CB,41,61,43,62,46,34,42,50,46,34,62,60,59,50,44,60,57,55,59,61,56,61,63,60,65,59,80,73,30,Medium,Medium,30,Right,18,MLS,United States,Toronto FC,87
57,120,Gary O'Neill,63,51,56,62,61,61,75,CM,52,50,52,62,58,51,63,63,61,58,63,64,59,60,64,61,63,58,68,62,57,62,61,60,65,85,72,70,28,Medium,Medium,28,Right,18,SSE Airtricity PD,Republic of Ireland,Shamrock Rovers,76
57,120,Adam O'Reilly,63,68,52,58,62,59,69,CDM,69,68,50,54,53,38,57,62,52,51,61,56,57,74,77,60,60,59,60,62,50,60,58,60,63,86,63,66,22,High,High,22,Right,16,SSE Airtricity PD,Republic of Ireland,Derry City,68
62,120,Rhys Oates,63,85,61,51,63,34,73,ST,83,87,61,64,60,54,57,56,53,43,54,42,44,79,84,60,60,61,58,39,58,27,30,29,82,75,76,63,29,High,Medium,29,Right,18,EFL League Two,England,Mansfield Town,74
70,120,Koldo Obieta,63,33,65,49,55,23,70,ST,34,33,67,66,62,56,68,56,37,43,57,40,38,55,50,59,62,48,76,21,75,16,15,15,77,56,86,45,30,Medium,Medium,30,Right,18,LALIGA HYPERMOTION,Spain,AD Alcorcón,82
58,120,Edier Ocampo,63,83,33,51,63,55,57,RB,84,83,33,29,30,20,44,50,60,30,53,48,35,80,70,59,59,63,47,54,49,55,59,55,62,75,50,50,20,High,Medium,20,Right,17,Libertadores,Colombia,Atl. Nacional,66
62,120,Oleg Ocheretko,63,65,58,61,64,35,60,CAM,64,65,53,62,70,49,48,63,52,51,66,64,58,62,67,57,63,65,64,30,41,37,34,32,51,64,57,66,20,Medium,Medium,20,Left,18,Ukrayina Liha,Ukraine,Shakhtar Donetsk,75
55,120,Funso Ojo,63,58,57,62,65,60,68,CM,63,54,53,66,57,55,56,61,59,56,67,65,45,77,71,63,64,63,60,63,56,58,62,58,74,72,67,63,32,Low,Medium,32,Right,17,EFL League One,Belgium,Port Vale,71
41,120,Jubril Okedina,63,72,34,50,55,63,71,CB,70,74,30,51,23,29,46,48,50,37,55,48,37,54,64,59,54,54,53,60,59,64,64,62,81,72,74,58,23,Medium,Medium,23,Right,18,EFL League One,England,Cambridge Utd,76
21,120,Yllan Okou,63,69,31,48,54,63,64,CB,67,71,21,58,28,22,44,44,40,31,59,45,44,60,57,59,56,51,50,63,60,59,66,65,73,51,73,53,20,Low,Medium,20,Left,18,Ligue 1 Uber Eats,France,AS Monaco,75
63,120,Kanji Okunuki,63,78,56,55,68,33,42,LW,80,77,60,52,48,55,53,61,49,40,59,51,55,80,87,54,65,68,65,34,52,22,38,31,53,59,35,33,24,Medium,Medium,24,Right,17,Bundesliga 2,Japan,1. FC Nürnberg,61
44,120,Paweł Olszewski,63,80,41,49,58,58,61,RB,86,75,41,45,42,28,38,42,56,31,58,35,51,61,72,63,57,57,55,59,47,58,62,56,68,64,60,57,24,Medium,High,24,Right,17,PKO BP Ekstraklasa,Poland,Jagiellonia,68
61,120,Anthony Olusanya,63,75,61,49,64,20,61,ST,76,74,64,66,53,46,58,51,45,28,55,46,50,73,71,60,63,62,60,14,63,13,18,17,75,62,63,52,23,Medium,Medium,23,Right,18,Finnliiga,Finland,HJK Helsinki,76
57,120,Kevin Carlos,63,62,62,50,60,27,72,ST,59,64,64,67,58,54,57,51,37,36,62,44,38,54,68,57,62,60,50,20,71,22,21,26,80,69,77,61,22,Medium,Medium,22,Right,18,CSSL,Spain,Yverdon Sport FC,98
62,120,German Onugkha,63,66,62,50,60,24,77,ST,65,67,62,66,57,56,66,54,38,33,57,52,46,61,64,58,61,58,63,18,64,20,18,22,80,66,86,66,27,High,Low,27,Right,19,3F Superliga,Russia,Vejle Boldklub,94
52,120,Alexandru Oroian,63,81,57,57,65,43,60,LW,80,81,60,65,48,42,52,58,58,37,60,53,64,83,80,57,62,64,51,43,45,42,44,40,63,67,58,55,22,Medium,Medium,22,Right,17,SUPERLIGA,Romania,FC Hermannstadt,72
8,120,Jesse Öst,63,62,63,65,63,29,61,GK,27,31,7,49,9,20,31,62,10,27,43,45,35,32,28,63,25,15,42,23,25,12,18,24,64,30,75,36,33,Medium,Medium,33,Right,19,Finnliiga,Finland,HJK Helsinki,90
16,120,Arild Østbø,63,62,63,61,62,24,61,GK,22,27,8,46,9,7,23,53,15,8,22,12,13,57,56,64,13,7,46,25,8,23,14,10,54,29,68,27,32,Medium,Medium,32,Right,18,Eliteserien,Norway,Viking FK,75
53,120,Moritz Oswald,63,66,52,59,66,59,62,CM,71,62,53,59,49,33,48,63,46,36,67,65,41,73,82,60,65,65,58,58,53,55,64,63,65,62,60,65,21,Medium,Medium,21,Right,17,Ö. Bundesliga,Austria,SK Rapid Wien,66
47,120,Bogdan Oteliță,63,82,30,51,53,58,54,RB,80,84,28,33,29,24,38,44,55,34,55,48,52,66,63,50,55,48,50,58,50,57,61,63,59,66,48,52,21,Medium,Medium,21,Right,18,SUPERLIGA,Romania,Sepsi OSK,68
51,120,Sturla Ottesen,63,74,39,57,59,56,66,RWB,75,73,40,43,33,27,35,53,64,58,56,52,62,68,69,58,59,57,50,57,54,54,59,56,68,74,64,59,22,Medium,Medium,22,Right,18,Eliteserien,Norway,Stabæk Fotball,75
44,120,Severin Ottiger,63,70,44,53,66,58,67,RB,66,73,39,58,44,29,42,47,63,32,56,49,56,77,63,60,64,66,56,57,42,58,62,60,56,72,67,62,20,Medium,Medium,20,Right,18,CSSL,Switzerland,FC Luzern,80
61,120,Yari Otto,63,68,59,55,65,42,62,CAM,71,65,64,60,50,37,56,62,52,31,63,45,31,75,74,67,67,62,45,41,53,37,42,45,62,69,56,67,24,Medium,Medium,24,Right,18,3. Liga,Germany,SC Verl,71
58,120,Assan Ouédraogo,63,67,52,59,70,43,66,CM,65,69,53,58,44,43,55,64,42,46,67,64,49,76,66,61,72,70,56,43,54,38,46,41,68,65,75,42,17,High,Medium,17,Right,19,Bundesliga 2,Germany,FC Schalke 04,82
41,120,Solomon Owusu,63,76,44,51,56,62,68,CB,72,80,47,54,34,30,39,42,52,24,59,58,33,41,70,58,61,55,55,62,56,62,64,61,74,59,74,61,28,Medium,High,28,Right,17,Eliteserien,Ghana,Odds BK,75
5,120,Rome-Jayden Owusu-Oduro,63,63,58,56,66,24,62,GK,28,19,6,42,9,6,17,27,13,11,25,23,10,39,31,60,10,10,35,11,12,5,13,11,52,30,57,16,19,Medium,Medium,19,Right,18,Eredivisie,Holland,AZ,82
44,120,Anthony Oyono,63,71,34,52,54,60,61,RB,72,71,33,32,35,38,39,44,52,39,59,56,41,61,62,61,51,53,51,62,42,61,63,63,55,71,55,65,22,Medium,Medium,22,Right,18,Serie A TIM,Gabon,Frosinone,74
44,120,Casper Øyvann,63,67,41,50,52,62,67,CB,68,67,30,64,42,38,40,41,38,50,62,57,38,54,59,58,60,44,60,63,62,63,62,60,74,65,73,52,24,High,Medium,24,Right,18,Eliteserien,Norway,Molde FK,82
8,120,Benjamin Ozegovic,63,63,60,58,66,35,63,GK,36,33,9,44,9,5,19,28,10,11,15,20,11,28,44,53,18,13,27,20,30,21,20,13,53,27,48,18,24,Medium,Medium,24,Right,18,Ö. Bundesliga,Austria,WSG Tirol,81
62,120,Erdem Özgenç,63,57,55,65,64,62,66,RB,54,60,42,70,69,28,66,60,65,72,66,65,73,61,68,60,64,65,68,61,52,65,61,63,60,58,68,70,39,High,Medium,39,Right,17,Trendyol Süper Lig,Turkey,Pendikspor,71
49,120,Can Özkan,63,73,42,58,61,60,76,CDM,77,69,32,63,41,41,49,59,55,39,63,59,44,70,70,57,61,59,60,58,55,59,64,62,80,73,80,68,24,Medium,Medium,24,Right,18,3. Liga,Germany,Arminia Bielefeld,88
35,120,Alim Öztürk,63,38,46,49,51,62,73,CB,36,40,31,72,62,38,41,43,31,47,61,58,40,34,52,56,54,50,61,62,64,60,64,63,67,64,80,66,31,Medium,Medium,31,Right,19,Trendyol Süper Lig,Turkey,Samsunspor,80
64,120,Pablo Pagis,63,60,65,47,62,21,55,ST,62,58,70,64,58,49,69,47,36,43,55,45,42,61,67,62,67,60,52,15,65,16,16,20,65,68,58,31,20,Medium,Medium,20,Right,18,Ligue 1 Uber Eats,France,FC Lorient,67
56,120,Adrion Pajaziti,63,64,54,59,61,59,65,CDM,66,62,54,60,50,44,54,63,50,48,63,61,51,64,70,56,63,58,58,58,57,55,62,64,65,67,61,74,21,Medium,Medium,21,Left,17,Premier League,Albania,Fulham,71
63,120,Ollie Palmer,63,55,62,49,56,26,81,ST,54,56,64,64,58,50,64,58,40,39,55,40,42,33,34,59,63,57,63,24,66,13,25,28,70,66,91,77,31,Medium,High,31,Right,19,EFL League Two,England,Wrexham AFC,92
60,120,Ionuț Panțîru,63,74,51,59,61,58,65,LB,75,73,46,61,54,39,52,50,63,49,64,59,54,70,70,57,60,59,55,57,55,56,60,60,70,65,64,65,27,High,Medium,27,Left,17,SUPERLIGA,Romania,FCSB,74
60,120,Federico Paradela,63,68,56,61,67,51,58,CM,67,69,56,57,54,49,55,65,54,50,64,66,56,72,73,60,66,66,64,50,44,53,53,49,53,68,59,44,22,High,Medium,22,Right,17,LPF,Argentina,Sarmiento,69
41,120,Pardo,63,48,46,52,44,61,73,CB,50,47,25,82,62,25,46,58,30,68,57,59,36,52,52,57,48,36,57,63,61,61,61,60,73,52,82,76,35,Medium,Medium,35,Right,18,Hero ISL,Spain,East Bengal,78
62,120,Luis Paredes,63,65,62,58,63,23,52,RM,64,66,68,63,54,50,50,59,65,35,62,51,40,59,65,55,64,65,59,17,39,16,29,26,54,42,66,31,22,Medium,Medium,22,Right,18,Sudamericana,Colombia,Millonarios,74
32,120,Park Kyu Hyun,63,71,25,46,61,60,61,LB,68,74,20,39,17,23,35,41,48,26,54,43,34,71,69,62,60,58,56,60,47,61,62,60,57,69,58,57,22,Medium,Medium,22,Left,18,3. Liga,Korea Republic,Dynamo Dresden,77
18,120,Park Bae Jong,63,63,64,57,64,54,60,GK,56,50,11,43,18,19,24,54,16,17,23,17,11,37,56,56,18,12,56,24,13,12,16,14,64,33,62,16,34,Medium,Medium,34,Right,18,K League 1,Korea Republic,Suwon FC,78
33,120,Tom Parkes,63,51,33,50,52,62,69,CB,50,52,27,54,26,25,29,47,44,38,55,54,47,49,41,58,54,51,58,60,60,62,63,62,72,43,82,67,31,Medium,High,31,Left,19,cinch Prem,England,Livingston,79
59,120,Harry Paton,63,70,56,62,65,57,62,CM,69,71,54,60,61,44,52,62,54,43,68,64,55,73,77,59,63,64,60,51,54,61,59,58,58,74,54,70,25,Medium,Medium,25,Right,17,cinch Prem,Canada,Motherwell,70
59,120,Alex Pattison,63,81,58,61,65,59,67,CM,82,81,57,60,60,45,60,62,55,53,64,62,55,84,84,62,62,62,61,63,54,58,60,59,80,82,61,62,26,High,Medium,26,Right,17,EFL League Two,England,Bradford City,70
63,120,Shayne Pattynama,63,74,54,59,60,55,68,LB,75,74,55,60,51,44,41,57,63,28,61,59,58,67,63,54,63,57,57,52,50,51,60,60,67,76,67,60,25,High,Medium,25,Left,18,Eliteserien,Indonesia,Viking FK,78
18,120,Alex Paulsen,63,62,58,65,68,49,58,GK,47,52,19,49,16,16,24,53,25,23,40,44,31,59,52,65,41,22,55,14,16,13,18,16,56,45,52,21,21,Medium,Medium,21,Right,18,A-League,New Zealand,Well. Phoenix,78
61,120,Damjan Pavlovic,63,72,49,61,62,59,72,CM,70,73,42,58,56,50,30,65,58,40,64,63,55,64,62,63,64,60,62,62,54,59,60,58,69,66,73,79,22,High,High,22,Right,17,Allsvenskan,Serbia,Degerfors IF,75
60,120,Myles Peart-Harris,63,63,61,63,63,52,68,CM,65,62,64,61,59,46,62,64,63,55,66,63,54,64,66,60,64,63,59,53,63,45,55,48,71,81,70,46,21,Medium,Low,21,Right,18,Premier League,England,Brentford,70
56,120,Gastón Pedernera,63,79,65,53,68,30,41,LM,86,74,67,68,63,59,57,58,48,42,55,52,44,85,88,61,67,64,53,23,49,27,33,27,53,52,35,41,23,High,Low,23,Left,16,LPF,Argentina,Godoy Cruz,63
60,120,Mikkel Pedersen,63,65,54,59,64,59,67,CM,64,65,55,58,50,49,40,60,54,39,66,62,46,70,75,63,65,62,61,60,52,59,61,56,62,74,65,65,27,Medium,Medium,27,Right,18,3F Superliga,Denmark,Randers FC,80
24,120,Pablo Pedraza,63,53,25,48,47,62,70,CB,54,52,24,29,21,23,39,30,40,22,65,60,32,56,40,57,60,36,44,60,62,58,65,64,69,65,73,70,28,High,Medium,28,Left,18,Libertadores,Bolivia,The Strongest,86
60,120,Harry Pell,63,47,61,61,57,59,81,CM,48,46,59,70,57,54,61,63,52,64,64,62,52,31,34,62,63,61,64,59,65,56,60,58,66,76,86,79,32,High,High,32,Right,19,EFL League Two,England,AFC Wimbledon,85
61,120,Peng Xinli,63,78,61,63,66,61,65,CM,82,74,58,65,64,62,60,59,59,67,65,64,66,84,78,63,63,62,67,61,60,63,62,57,74,76,59,66,32,Medium,Medium,32,Left,17,CSL,China PR,Qingdao Hainiu,64
59,120,Mirnes Pepić,63,59,57,60,70,57,66,CM,64,54,58,61,53,45,48,53,56,59,64,62,64,82,73,60,68,71,60,61,48,58,56,55,58,79,62,61,27,Medium,Medium,27,Right,17,3. Liga,Montenegro,FC Erzgebirge Aue,79
45,120,Rafael Pereira,63,71,33,47,55,62,71,CB,70,72,28,39,34,30,35,39,50,35,53,44,49,60,62,58,55,53,50,59,64,62,64,61,78,63,77,64,23,Medium,Medium,23,Left,18,United Emirates League,Brazil,Al Ain FC,78
61,120,Ibson Melo,63,73,61,59,70,37,65,ST,76,70,63,64,58,60,49,61,58,46,63,56,56,78,80,65,70,69,64,33,46,38,39,30,66,75,67,49,34,Medium,Low,34,Left,17,Hero ISL,Brazil,NorthEast United,74
24,120,João Serrão,63,55,28,39,41,63,69,CB,57,54,23,43,22,31,44,29,30,29,51,42,30,47,65,53,46,31,48,59,65,64,66,61,71,64,73,65,23,Medium,Medium,23,Right,19,SUPERLIGA,Portugal,SC Oțelul Galați,84
59,120,Pablo Pérez,63,67,35,55,59,59,59,LB,69,66,35,38,29,21,43,50,68,42,56,48,49,65,73,60,58,58,47,59,55,55,62,63,63,65,57,54,22,High,Medium,22,Left,17,LALIGA EA SPORTS,Spain,Atlético de Madrid,65
48,120,Ovidiu Perianu,63,76,53,58,63,60,71,CDM,75,76,49,60,56,55,56,46,56,44,64,60,78,80,73,65,60,61,62,59,57,57,64,60,72,74,70,67,21,Medium,Medium,21,Right,18,SUPERLIGA,Romania,FC Univ. Cluj,73
14,120,Samuele Perisan,63,68,59,56,65,46,58,GK,47,45,20,42,20,11,25,12,12,11,22,19,13,34,48,57,24,11,49,21,14,13,14,16,61,37,62,24,26,Medium,Medium,26,Right,19,Serie A TIM,Italy,Empoli,83
27,120,Patricio Pernicone,63,53,32,44,50,63,68,CB,54,52,27,45,31,33,41,37,33,30,55,50,35,56,57,56,55,45,48,58,60,61,67,68,68,62,71,67,22,Low,Medium,22,Right,18,LPF,Argentina,Vélez Sarsfield,77
34,120,Aleks Petkov,63,60,37,40,45,63,70,CB,58,62,27,52,45,25,40,32,29,26,54,42,32,48,56,53,49,39,47,64,68,60,61,66,73,64,74,67,24,Medium,High,24,Right,19,PKO BP Ekstraklasa,Bulgaria,Śląsk Wrocław,85
66,120,Zoran Petrović,63,77,62,57,59,32,59,ST,81,74,65,73,49,56,54,56,60,43,60,52,47,62,59,54,62,58,54,29,48,28,35,27,68,66,64,34,28,Medium,Low,28,Right,19,SUPERLIGA,Montenegro,FC Petrolul,84
33,120,Alexandre Phliponeau,63,44,43,62,58,60,67,CDM,45,44,36,58,42,40,54,71,52,58,63,61,57,50,70,63,61,58,46,57,53,62,60,62,57,70,69,61,23,Medium,Medium,23,Right,17,Ligue 2 BKT,France,US Concarneau,65
56,120,Hugo Picard,63,71,59,61,65,53,46,LM,73,69,56,64,62,61,62,58,59,57,65,58,61,80,81,54,66,61,52,51,45,47,60,58,46,59,37,54,20,Medium,Medium,20,Right,16,Ligue 2 BKT,France,En Avant Guingamp,68
65,120,Tomasz Pieńko,63,68,59,53,67,18,60,CAM,70,66,62,59,54,45,57,58,42,29,62,51,38,77,54,61,66,69,59,12,57,13,15,12,67,72,64,31,19,Medium,Medium,19,Right,18,PKO BP Ekstraklasa,Poland,Zagłębie Lubin,76
42,120,Nando Pijnaker,63,51,41,52,52,62,74,CB,53,49,38,55,35,31,41,54,42,36,58,57,35,58,50,61,50,51,49,62,62,63,63,60,72,72,80,62,24,Medium,Medium,24,Left,19,SSE Airtricity PD,New Zealand,Sligo Rovers,88
5,120,Kleber Pinargote,63,65,59,59,65,27,59,GK,32,20,5,44,6,5,11,27,11,9,20,13,11,29,42,60,19,5,23,13,11,9,14,11,40,27,38,20,20,Medium,Medium,20,Right,18,Libertadores,Ecuador,Independiente DV,77
54,120,Lukas Pinckert,63,68,41,56,58,59,70,RB,69,67,44,45,32,28,39,49,58,28,63,59,47,50,59,59,59,60,53,58,57,54,63,61,71,63,72,75,23,High,Medium,23,Right,18,Bundesliga 2,Germany,SV Elversberg,79
25,120,Matthew Platt,63,58,28,44,53,61,76,CB,57,59,25,37,23,27,34,45,33,25,51,55,25,56,61,58,52,52,57,61,62,60,61,60,75,71,82,65,26,Low,High,26,Right,18,EFL League Two,England,Bradford City,80
60,120,Jacek Podgórski,63,77,58,60,60,60,74,RM,75,78,55,65,60,59,50,58,61,51,62,60,59,68,70,58,59,58,56,56,54,65,61,60,72,81,71,73,27,Medium,High,27,Right,18,PKO BP Ekstraklasa,Poland,Korona Kielce,78
57,120,Manuel Polster,63,87,62,52,64,34,58,LM,88,87,63,65,57,62,56,56,59,45,51,41,58,75,64,45,62,66,48,30,45,39,30,25,66,71,58,40,20,Medium,Medium,20,Left,18,Ö. Bundesliga,Austria,FK Austria Wien,69
49,120,Antonio Portales,63,66,41,54,55,61,72,CB,68,65,42,39,35,31,67,50,54,38,63,50,37,70,61,61,55,52,45,59,65,60,61,60,77,68,76,67,27,Medium,High,27,Right,18,cinch Prem,Mexico,Dundee FC,77
59,120,Dylan Portilla,63,71,56,63,65,55,65,CM,70,71,54,61,58,47,53,63,63,56,67,62,48,63,67,61,64,67,55,55,38,56,59,56,56,72,68,49,19,High,High,19,Right,17,Libertadores,Chile,Colo-Colo,70
63,120,Marcos Portillo,63,72,58,59,66,56,53,CM,73,71,56,62,63,45,50,60,50,53,65,64,49,62,75,62,64,68,55,60,54,44,64,63,53,60,43,67,23,Medium,Medium,23,Right,17,Sudamericana,Argentina,Newell's,70
59,120,Jack Powell,63,62,60,63,64,54,65,CM,59,65,55,70,64,49,59,64,60,63,63,64,65,84,79,59,62,60,62,54,36,55,58,52,50,83,61,55,29,Medium,Medium,29,Right,17,EFL League Two,England,Crewe Alexandra,62
58,120,Isaac Price,63,58,61,63,64,55,55,CM,61,55,62,66,64,46,43,60,52,64,69,66,63,54,66,56,68,66,55,54,51,59,54,49,55,52,54,62,20,Medium,Medium,20,Right,18,1A Pro League,Northern Ireland,Standard Liège,70
55,120,Joe Pritchard,63,72,59,61,65,57,61,RM,74,71,57,63,64,53,54,63,62,59,61,56,64,77,81,59,62,63,62,56,54,57,58,57,64,69,58,59,27,High,Medium,27,Right,17,EFL League Two,England,Accrington,66
48,120,Oliver Provstgaard,63,66,39,52,57,60,72,CB,65,67,32,58,34,41,38,44,40,36,64,59,40,54,59,63,61,54,58,60,62,59,61,59,76,66,78,63,20,Medium,Medium,20,Left,19,3F Superliga,Denmark,Vejle Boldklub,84
55,120,Gustavo Puerta,63,65,56,59,60,58,60,CM,64,65,58,65,50,43,49,69,44,44,64,64,46,63,72,65,66,54,50,58,45,60,62,57,54,66,56,64,20,Medium,Medium,20,Right,17,Bundesliga,Colombia,Leverkusen,70
57,120,Maximiliano Puig,63,63,53,61,63,60,59,CDM,54,71,50,59,56,45,52,61,57,42,69,61,44,67,62,58,63,64,57,60,52,62,61,57,55,53,58,69,23,Medium,Medium,23,Right,17,LPF,Argentina,Barracas Central,76
51,120,Ben Purrington,63,70,45,57,63,59,67,LB,72,68,47,51,33,53,40,54,62,39,60,55,48,75,75,59,60,63,52,60,55,58,62,59,73,65,72,53,27,High,Medium,27,Left,17,cinch Prem,England,Ross County,73
60,120,Leandro Putaro,63,76,62,56,64,39,64,RW,77,75,64,63,60,55,61,51,59,51,60,49,57,63,70,58,65,65,59,35,60,39,38,31,76,68,69,43,26,Medium,Low,26,Left,18,3. Liga,Germany,Arminia Bielefeld,77
58,120,Stephen Quinn,63,45,59,64,65,58,50,CM,49,42,58,62,61,60,57,64,62,62,65,63,64,82,87,62,64,61,61,59,55,56,60,59,42,71,34,67,37,High,Medium,37,Left,16,EFL League Two,Republic of Ireland,Mansfield Town,60
44,120,Juan Jesús Quiñones,63,62,40,55,56,62,65,CB,67,57,35,45,48,33,42,48,58,33,61,55,47,58,55,60,58,55,45,63,63,62,62,60,74,55,72,59,22,Medium,Medium,22,Left,18,Sudamericana,Peru,UCV,79
37,120,Santiago Quirós,63,60,36,52,53,63,60,CB,56,64,32,47,33,36,45,41,48,40,62,54,42,45,44,62,59,50,60,65,58,61,66,65,64,47,67,59,20,Medium,Medium,20,Left,17,Libertadores,Argentina,Racing Club,77
59,120,Eduard Radaslavescu,63,74,63,65,63,46,62,CM,75,73,57,74,69,58,50,65,61,55,67,66,67,74,78,60,63,61,55,49,42,43,50,45,59,67,62,55,19,Medium,Medium,19,Right,18,SUPERLIGA,Romania,FCSB,72
63,120,Bojan Radulović,63,62,61,48,61,27,67,ST,59,64,65,62,54,56,50,60,31,37,55,42,39,57,54,59,61,64,57,20,66,21,25,28,69,65,70,60,23,Medium,Low,23,Right,19,Finnliiga,Serbia,HJK Helsinki,80
57,120,Antonio Raimondo,63,67,61,61,68,28,57,ST,64,70,63,65,56,49,68,56,59,48,67,58,70,65,67,56,68,71,65,28,65,19,27,21,68,52,60,52,19,Medium,Medium,19,Left,18,Serie BKT,Italy,Ternana,75
51,120,Kayne Ramsay,63,79,37,49,58,58,67,RB,78,79,33,43,35,40,45,42,59,34,54,40,44,60,67,58,55,60,50,59,58,55,60,58,74,71,66,61,23,High,Medium,23,Right,18,EFL League Two,England,Harrogate Town,66
51,120,Alexander Ranacher,63,78,54,56,67,54,63,RB,75,80,50,64,55,44,51,42,62,39,63,57,62,80,75,54,65,68,58,50,49,55,56,60,61,78,58,58,25,Medium,Medium,25,Right,17,Ö. Bundesliga,Austria,WSG Tirol,69
52,120,Connor Randall,63,65,48,59,60,60,67,RWB,68,62,44,46,54,58,56,54,61,36,62,62,54,47,57,58,61,63,61,56,46,63,64,64,62,61,70,67,28,Medium,High,28,Right,18,cinch Prem,England,Ross County,76
64,120,Grant-Leon Ranos,63,64,65,53,65,27,56,ST,65,63,67,64,66,61,60,53,49,52,57,44,70,71,64,57,65,65,53,22,55,25,25,25,65,57,64,30,20,Medium,Low,20,Right,18,Bundesliga,Armenia,M'gladbach,73
49,120,Rao Weihui,63,71,37,53,55,61,68,LWB,73,70,38,24,44,21,53,35,59,57,57,57,62,65,70,54,54,51,56,58,56,65,61,58,70,76,67,62,34,Medium,Medium,34,Left,17,CSL,China PR,Meizhou Hakka,76
36,120,Farrend Rawson,63,49,32,41,40,64,74,CB,50,49,33,38,25,23,35,42,31,24,49,43,32,38,51,54,41,36,53,62,61,65,65,63,72,72,81,60,27,Low,Medium,27,Right,19,EFL League Two,England,Morecambe,73
27,120,Sören Reddemann,63,71,31,44,49,63,72,CB,65,75,28,44,21,31,41,29,49,27,56,43,29,51,42,63,52,45,48,61,68,63,62,60,69,73,77,58,27,Medium,Medium,27,Left,19,3. Liga,Germany,VfB Lübeck,79
5,120,Nikolai Rehnen,63,65,59,60,64,35,63,GK,33,39,19,45,14,12,16,29,17,18,26,19,18,38,40,54,21,11,22,8,9,17,9,8,52,23,57,19,26,Medium,Medium,26,Right,19,3. Liga,Germany,SV Sandhausen,82
64,120,Jamie Reid,63,76,63,53,62,23,68,ST,78,74,64,64,63,52,61,62,40,52,56,47,57,71,66,57,62,60,61,12,53,20,27,15,80,73,70,55,29,High,Low,29,Right,18,EFL League One,Northern Ireland,Stevenage,74
61,120,Dominik Reiter,63,71,60,58,65,28,56,RM,70,72,58,68,57,54,54,57,60,57,61,54,51,71,77,61,63,65,57,30,55,21,27,23,67,51,65,35,25,Medium,Medium,25,Right,17,Ö. Bundesliga,Austria,SCR Altach,74
8,120,David Richter,63,64,62,63,67,19,65,GK,17,22,9,47,7,8,18,23,11,13,29,26,10,31,27,44,23,12,22,13,14,9,10,13,52,18,62,27,24,Medium,Medium,24,Right,19,3. Liga,Germany,1860 München,90
65,120,Vera Rico,63,62,61,60,66,30,51,RW,60,64,57,71,60,60,60,60,62,50,60,55,69,66,68,61,70,65,54,18,50,31,26,41,54,45,54,51,19,Medium,Medium,19,Right,16,Liga F,Spain,Villarreal CF,58
27,120,Julian Rieckmann,63,67,35,54,56,64,66,CDM,55,77,35,41,35,26,36,41,50,25,65,61,45,60,64,63,55,53,58,65,65,60,67,62,70,58,72,61,23,Medium,Medium,23,Right,18,3. Liga,Germany,SV Waldhof,80
8,120,Lasse Rieß,63,63,62,59,64,32,63,GK,32,33,9,44,8,5,16,34,10,11,27,26,13,35,25,60,14,9,39,14,13,8,13,13,57,22,65,28,22,Medium,Medium,22,Right,19,Bundesliga,Germany,1. FSV Mainz 05,88
